t_index,path_0,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19,path_20,path_21,path_22,path_23,path_24,path_25,path_26,path_27,path_28,path_29,path_30,path_31,path_32,path_33,path_34,path_35,path_36,path_37,path_38,path_39,path_40,path_41,path_42,path_43,path_44,path_45,path_46,path_47,path_48,path_49,path_50,path_51,path_52,path_53,path_54,path_55,path_56,path_57,path_58,path_59,path_60,path_61,path_62,path_63,path_64,path_65,path_66,path_67,path_68,path_69,path_70,path_71,path_72,path_73,path_74,path_75,path_76,path_77,path_78,path_79,path_80,path_81,path_82,path_83,path_84,path_85,path_86,path_87,path_88,path_89,path_90,path_91,path_92,path_93,path_94,path_95,path_96,path_97,path_98,path_99
26,102.758048,110.666388,98.171216,97.962304,122.543394,96.348585,88.380566,105.190747,97.342894,105.881075,104.840334,93.244532,99.037041,112.246220,96.238099,94.166746,102.946619,97.076061,102.584673,104.147114,106.027486,103.047576,112.505219,104.662717,96.769469,100.408738,100.502353,94.956881,94.057513,102.551882,101.579416,101.203387,105.606124,110.781710,98.533492,96.060671,96.162583,88.626178,103.518613,86.881606,99.787832,91.413857,101.789281,106.771255,95.464013,110.419069,97.376693,95.971954,97.328580,110.353850,97.873064,105.362055,106.374771,101.878512,99.558464,97.532003,108.787033,95.230993,101.586080,88.873659,88.123044,98.059313,101.589980,89.974586,105.586603,93.338247,92.676468,103.902321,97.209672,107.090518,94.091463,102.845727,91.170648,98.094422,83.891920,113.277662,99.665979,91.181386,97.196007,107.662332,108.152855,98.323126,98.169579,104.164552,100.511218,99.887650,113.079262,107.757827,98.416892,98.501692,106.397130,101.451723,99.048027,116.290090,88.714261,93.853640,109.893388,107.764071,102.489986,114.642596
27,104.328346,113.887197,98.306798,97.854476,122.838013,94.998219,88.282882,107.095889,98.237739,107.883705,103.209370,93.554222,99.208621,113.012327,96.079052,93.127368,98.166124,99.363619,102.918296,103.725684,107.311942,103.440329,111.448098,107.143537,95.569482,100.285638,102.090849,95.211371,94.189232,101.561382,99.899064,102.139733,100.747745,111.462618,97.683742,95.865343,98.477076,87.606841,100.584607,88.140065,99.333536,91.860523,102.285736,105.239089,94.196286,113.454684,98.756833,96.051252,96.423157,110.023994,96.369791,105.196557,107.798433,101.921536,100.620245,97.180045,111.733088,94.638171,100.499265,86.283314,85.559949,96.928981,100.865872,91.875388,103.374996,93.005400,93.695327,101.329372,97.018815,106.427692,96.032614,104.414157,90.297934,98.251065,85.105080,111.443770,99.442570,92.916445,93.912144,108.035569,105.762101,99.034533,98.273253,105.709555,98.611619,99.059515,111.485258,107.582723,99.532685,98.241505,105.758451,101.195504,98.975983,120.574586,89.248063,94.355372,106.959439,110.990689,102.955508,112.635132
28,103.794125,114.622465,97.988275,97.416367,121.171665,95.759661,89.019063,106.981866,97.407728,107.174549,101.353326,96.139761,99.402759,113.690758,93.471726,94.553464,99.051998,99.256873,103.045072,103.632783,109.607180,106.895477,113.237786,107.692922,95.352696,99.101408,102.191159,94.868990,91.013835,101.689827,98.467183,101.741762,100.935884,110.994942,97.691998,94.540262,99.882487,87.050295,102.157290,88.625977,97.804978,93.410836,100.472547,104.243075,95.296380,111.312956,99.805266,94.936866,96.965294,109.458855,96.558225,102.672232,108.541506,100.235173,100.120606,96.306783,113.381322,95.256055,100.352178,85.779811,82.237064,97.814633,101.452240,92.191066,101.925848,92.976637,92.206162,99.591348,98.083572,103.074978,96.337828,104.059265,90.288714,98.129644,86.071974,113.112189,100.197494,93.267970,95.276002,107.682116,107.601644,99.397545,98.581416,105.396465,98.013239,98.232035,110.927686,106.566383,99.304519,95.787467,104.718084,102.998113,99.103555,119.130991,88.046284,94.667938,103.995447,106.982746,104.106528,115.137367
29,104.167413,115.667928,96.903296,97.996538,121.384349,94.783847,87.379209,105.129007,95.467882,108.146817,101.799885,93.700255,102.226357,116.895713,93.054614,92.045301,100.198932,97.699503,102.015860,103.387909,110.207137,104.018322,112.170854,102.739982,96.315995,99.532379,100.774990,95.957323,92.545343,100.713995,96.761370,102.394946,99.400133,113.908990,99.340441,93.210190,98.529109,86.198418,100.684311,91.856229,100.288593,94.232380,99.380924,104.138930,94.050477,112.408547,99.831220,94.747465,100.210824,111.058245,97.359670,103.300745,109.570939,100.503805,99.899159,94.640108,113.421348,93.104513,101.407326,84.101949,81.444725,98.882304,103.081070,93.190267,102.601329,94.469001,92.882970,98.575290,99.663680,104.309964,96.928361,106.809477,90.360030,95.651689,84.790820,117.304167,100.967885,92.986370,94.077325,107.427893,109.323158,99.543817,97.478469,108.175727,103.563448,100.870634,109.523696,106.705360,100.376730,95.432055,103.195928,104.563362,102.450595,117.478314,87.496522,94.977169,104.282798,108.195991,102.852441,113.963846
30,105.066338,115.072339,97.188368,97.910160,121.102158,95.826264,87.039323,104.032337,93.020155,107.955764,101.974466,94.531620,102.372892,113.952835,92.308013,94.046873,101.043129,98.372259,101.551081,101.513678,109.381910,103.600879,110.038294,103.008796,98.319228,103.074021,100.286777,94.294257,91.895116,100.641750,95.403780,102.854150,99.503150,113.977242,99.262106,94.548091,100.103784,88.419842,100.059721,90.860174,98.292017,94.031664,100.657064,104.768705,94.987375,112.385907,102.602181,93.818279,99.102814,110.711328,96.994370,104.225300,108.912578,99.029782,98.223150,94.820902,111.517945,94.594670,101.192479,83.799954,83.567851,99.855855,104.079651,92.198658,103.894379,91.261545,91.208170,98.543183,99.031612,101.222452,95.944122,109.211459,90.892679,95.636239,86.225048,116.390575,101.126951,96.844630,93.193209,106.414623,111.717379,97.270370,95.792018,109.570515,103.866877,99.250618,109.189292,107.841446,97.371827,98.192171,102.516104,102.090471,102.878943,116.811062,87.624064,94.212965,105.422221,107.220847,102.345114,114.747852
31,104.787120,114.732729,99.327257,101.453981,122.037171,98.127641,85.351537,105.154355,93.192308,109.015327,101.641696,95.640016,103.463764,116.249282,93.958347,92.172503,99.100525,98.773376,100.443193,102.755018,109.611188,105.216732,113.078335,104.280917,99.262894,103.611220,102.164046,92.364594,93.792941,101.524211,97.507942,103.567860,97.713994,112.958260,99.853414,93.988893,102.168878,91.921720,98.410840,91.857275,99.441747,96.325650,100.659963,107.269748,96.322592,113.718037,102.683772,91.534200,100.909663,110.306124,96.527998,104.078612,109.781187,99.827242,98.379657,95.791392,113.024550,96.295470,100.615226,81.849720,80.641746,100.278813,103.906802,90.718228,105.502016,92.658697,91.509364,96.006537,99.388269,101.276859,97.805620,107.386821,88.056880,94.092049,84.908003,116.127896,99.782417,99.226283,92.588040,106.920208,112.146566,96.702172,96.491192,107.720881,103.575800,98.658427,110.470045,107.126484,97.217070,100.183040,101.356863,100.469920,102.955056,116.774297,89.321997,97.760127,105.062178,108.429205,101.503378,115.106313
32,103.293384,114.177302,98.366964,102.375706,124.106908,100.334007,84.835025,104.397071,91.740442,109.714704,101.247345,95.027456,103.683355,115.209534,92.074531,94.645796,99.300237,97.144887,100.476988,103.819632,108.003278,104.229846,115.626019,103.577963,100.317467,104.769961,103.928576,92.506339,95.129414,101.638577,97.458996,102.498952,98.174136,111.728093,99.283161,95.318473,101.716696,93.732120,97.221824,93.052568,98.829258,95.692935,101.755528,109.399169,93.212663,114.287742,103.522696,89.761048,101.707507,113.133920,99.365687,102.428250,108.984076,99.311559,97.077905,97.946552,113.520754,98.143916,101.092141,81.399667,82.296190,101.809005,104.651936,90.951883,105.714934,91.335186,89.720849,92.770696,100.333205,100.449859,97.270309,105.114995,88.771097,92.894775,83.511886,112.055720,102.992141,101.172248,90.432985,107.068690,114.622551,96.483771,95.807042,106.199795,104.506271,99.828019,110.484346,106.319934,95.868911,98.982773,103.473991,98.182389,103.412210,117.702511,89.189341,97.565408,105.155581,108.628776,100.417882,113.173375
33,99.793257,111.623780,96.434076,101.542071,123.014477,98.207623,82.612214,103.780700,92.554144,108.884739,99.671009,96.704585,106.360330,115.926236,94.387907,94.990468,98.681795,99.452173,100.586053,101.691550,108.386327,102.054951,118.692663,104.400924,98.818496,104.937662,102.204610,93.253373,94.858515,102.276723,97.008156,102.700879,100.329629,111.705238,100.923696,96.964718,104.735680,91.377191,95.259218,93.726167,98.611708,93.950726,103.594434,108.040401,93.017905,114.055377,104.160812,92.656889,102.362143,114.141640,97.053488,101.629512,108.130477,98.200521,97.270119,97.658762,112.164796,99.293348,102.500544,79.963228,81.761970,98.311498,102.935816,88.720405,108.081173,90.845792,88.147471,91.191203,101.100121,99.361407,95.046002,104.441727,87.616427,95.558716,82.478531,112.975762,101.066808,101.529950,91.783708,110.727084,115.938663,94.928310,95.791146,109.302806,105.821807,101.201836,109.675053,103.925368,94.096709,98.677959,104.077197,95.712681,104.532260,117.854311,88.186318,98.444442,108.376859,107.140092,100.101141,112.120574
34,98.911783,112.014275,96.095839,97.709597,120.183616,99.639450,82.382480,102.292328,95.213287,110.656399,100.648342,96.610569,105.884699,115.646474,92.766140,96.138971,101.916055,102.115167,101.576346,101.718190,108.155249,102.644088,116.473303,103.141639,99.831401,108.062545,102.231027,93.984108,95.727381,100.628445,94.734641,106.008386,101.043096,110.149780,99.386280,96.521236,105.782269,91.205507,98.496564,93.966902,98.818756,91.885021,104.191387,107.725857,92.595866,113.803403,103.667885,92.572236,105.688893,117.390772,95.533421,100.786819,108.433255,100.843407,98.249283,96.092777,112.041573,100.676806,103.625095,79.065874,81.564665,96.161779,101.607091,88.787756,107.378272,89.748553,87.443840,90.418247,102.262529,99.005544,96.522279,104.618195,86.469648,94.954160,82.571680,111.092068,102.201447,100.825167,92.227360,110.882903,115.738035,95.930564,96.050265,109.057801,103.381569,102.096022,111.393695,104.211088,95.260201,100.972862,101.657901,96.267676,104.014558,116.258987,89.362657,96.874819,108.759801,106.182073,103.433608,112.406304
35,97.567670,109.632006,94.688608,99.170538,116.876117,99.041842,83.336287,101.750614,95.971143,109.707848,97.791004,96.216542,107.009526,115.094278,92.830555,97.335256,101.624503,100.797514,102.186378,103.350716,108.525076,106.832913,116.329223,102.871459,100.783503,106.378153,104.449322,93.950181,95.709746,98.029952,93.315004,108.028851,101.854088,113.214253,97.201288,94.727613,103.027561,92.065769,97.716093,93.898496,100.093534,91.172559,102.972924,106.504114,95.469528,116.343092,103.116265,91.066186,108.793299,115.892762,95.681923,100.454564,107.677509,98.966074,98.840295,93.899057,111.472620,99.930649,106.079077,78.413972,80.543312,95.255313,103.115276,90.060945,107.271863,90.298160,87.122897,91.692323,99.855451,102.031523,94.349542,104.926322,87.025322,95.397416,84.191273,112.134186,101.479201,101.187558,92.403720,109.249132,118.205161,93.806587,94.956273,108.989235,101.754453,101.270167,110.559472,104.887782,94.706899,99.883998,102.966165,98.184054,102.825945,115.541254,88.553877,97.279382,106.815552,106.383163,103.040627,114.721709
36,96.457805,110.706124,94.956953,101.299485,116.060953,99.365389,83.947051,103.480487,96.104810,107.003136,99.485531,98.268527,110.903468,115.561345,91.878504,99.038226,102.087058,102.546147,101.656960,104.755016,107.164809,105.964638,117.983726,103.230044,102.285184,108.264088,104.189656,94.719566,98.465951,97.383869,96.802008,108.492199,101.678095,110.851135,96.282192,96.749940,104.212070,93.561817,96.941815,93.601790,101.795073,92.027243,102.759078,103.528680,93.452483,118.278260,100.132795,90.512421,111.294506,116.914786,93.032695,100.296090,109.810569,98.519205,98.709936,93.808677,109.466896,98.788316,103.577702,79.354856,79.960873,96.973912,101.383160,88.768450,109.350896,90.222471,87.914737,90.635260,99.675008,103.603203,94.863018,104.825759,88.770190,94.080254,82.623867,111.908789,101.612040,100.854276,92.690049,109.376182,117.953235,93.714998,95.015196,108.703728,101.866783,102.315035,113.381275,103.216162,93.962070,102.986356,102.451504,98.831687,102.655913,119.379787,88.469376,96.483321,108.351348,104.841995,105.391246,116.156061
37,97.172905,106.733012,96.095444,102.292791,115.902655,99.685514,84.523217,105.961314,95.637471,108.638958,97.438105,97.867545,109.556481,112.777395,92.190126,99.547553,101.425498,101.866911,99.161286,104.328493,110.215668,105.437285,118.349746,101.369751,101.180627,106.724624,102.910455,96.476067,97.328574,96.800419,96.517321,106.804195,101.643424,111.695041,97.187033,96.887388,103.304791,95.812480,99.041806,93.313016,104.090015,92.622970,100.048253,105.113331,93.051583,119.901772,100.914857,87.760468,110.391081,117.143601,91.485572,100.381673,108.379682,98.232633,100.321093,93.594964,108.284971,97.966763,102.898591,77.829351,81.170054,96.087586,102.993724,89.996708,114.001229,89.957741,88.482354,89.606562,97.935140,103.139377,93.337880,105.691651,87.957510,92.822380,80.872522,110.711471,101.239294,103.172545,95.116851,110.358861,116.183122,93.227167,96.263220,108.508723,101.615303,101.505504,110.036554,104.539257,96.002617,100.277501,104.379007,98.154195,101.018894,118.421149,89.572179,97.168334,106.197084,105.897208,106.375611,114.898363
38,97.168718,108.361018,96.517787,103.558784,115.492950,101.900764,87.551342,108.697305,93.772355,108.349026,97.947510,95.083796,111.258502,111.498825,91.456502,95.974707,100.965489,104.118950,98.180865,105.176240,109.457006,107.728419,118.336828,101.021133,98.300340,108.131544,104.173001,96.116522,99.027059,95.524495,98.609810,106.747175,100.030926,110.698458,98.566011,93.482072,102.495902,94.655213,99.043927,91.266309,106.637882,93.784517,101.152445,102.238696,93.867343,120.647558,99.810769,89.174927,111.716534,119.498443,92.692955,99.317472,109.922008,97.166759,99.987930,93.521359,107.743789,97.866535,103.637845,75.184622,80.170545,96.176831,103.301657,87.111694,116.128625,88.665927,88.233108,91.901812,101.085617,103.688722,92.031142,104.748933,87.996715,92.890658,80.531228,111.796877,101.167301,104.308531,96.178667,110.407784,119.152552,94.131596,95.774236,107.075483,101.629179,101.110108,111.086705,107.871740,97.063194,98.828401,99.642092,98.976867,102.301790,117.638406,88.075221,97.682670,103.588534,105.640231,106.026391,113.511959
39,96.513279,106.954057,96.529872,101.282211,116.642547,104.698817,85.817337,108.074132,95.303052,110.393712,97.257431,94.328461,110.865539,115.203576,89.973660,97.591469,100.717311,102.989894,96.174852,104.520757,108.632413,107.384738,119.019783,101.768256,97.445383,110.341691,106.607103,95.908341,98.863310,97.310626,102.450758,106.512393,101.237705,110.261824,98.093586,91.806041,103.080919,92.921497,99.081303,90.859298,105.359601,94.273050,102.521927,101.056984,92.875786,122.783357,97.319498,88.378343,115.238060,118.806985,91.808906,99.776314,107.845658,95.162907,101.160588,92.277496,109.681523,99.227053,100.919265,75.506664,80.544218,94.730805,104.635102,87.056415,114.796075,88.616755,88.305227,92.631291,100.008440,101.336897,93.831386,103.087611,88.764263,93.571430,81.612255,108.194281,99.609223,102.766544,96.049976,109.745648,118.279239,95.975343,95.981730,109.283276,101.397132,100.806776,109.273820,107.576315,97.347725,99.749056,98.370124,98.495440,103.117461,120.280535,85.845669,98.840247,104.818316,106.535373,107.127654,110.646063
40,98.677354,105.591721,97.999934,99.399088,115.557003,104.531009,88.656276,109.239630,98.562410,109.105603,95.000146,92.381565,109.837768,113.476523,85.675681,93.468359,100.239578,102.898117,92.926601,106.069845,108.664472,107.873445,121.299635,104.410663,100.957256,111.799623,110.286771,96.346770,98.218014,95.577056,102.220011,105.493793,100.591973,112.952840,99.802318,89.270570,99.615919,90.638222,98.774530,90.607234,103.414457,92.991240,104.734540,101.918030,92.258484,124.440555,98.356134,90.044683,116.406944,117.953349,91.719761,101.481835,107.085149,93.411090,103.267247,95.325367,110.150826,99.385143,102.003946,75.580278,80.882402,91.909630,104.138163,88.313796,113.783854,86.570156,88.269103,92.153962,103.098724,99.292884,93.119184,101.398302,90.103657,91.522283,81.184510,105.893284,99.557795,104.847597,98.985700,106.137614,118.312456,98.154873,96.454889,109.654691,102.247695,100.970744,110.189688,107.313457,97.734056,97.218939,96.886535,99.793918,102.377640,117.917843,85.021662,100.577039,104.201679,109.342141,111.549262,108.809245
41,99.597678,103.220344,96.670531,98.245660,117.417520,104.321722,88.141695,107.945576,99.379583,110.633360,96.060070,93.120401,110.858279,112.369396,85.319329,89.855320,100.183917,102.951893,96.060319,106.570667,108.860565,106.581945,121.626205,103.139353,100.209806,108.488835,110.124168,95.177947,100.678063,93.955724,102.446651,106.097618,100.282323,114.010892,98.140981,87.763575,99.755028,89.189749,101.181064,90.991268,103.567491,95.389371,104.698258,101.461042,92.769907,123.732439,99.676905,87.335140,119.876265,116.840634,90.139008,104.862466,108.017656,92.531698,103.581416,95.811434,108.553406,98.005894,103.692859,77.001489,80.937586,91.996819,101.932154,87.006370,113.824701,86.651487,88.644770,91.748485,103.958490,100.134284,93.437513,101.257251,92.595409,89.906036,79.202752,106.277726,101.344395,103.829972,98.841719,106.749608,118.441783,95.947186,96.582102,106.857346,104.251160,99.733377,109.548858,108.115717,99.714026,96.183031,99.253004,100.408682,100.621470,118.367373,84.481891,98.709569,104.026007,109.068843,110.064500,110.694048
42,101.774983,103.565910,97.155543,97.404860,116.398235,106.575178,87.857967,109.038948,100.116748,110.652465,95.516086,94.766620,110.556420,111.853412,86.009635,90.180763,102.230488,101.931961,94.477270,103.980937,107.539669,106.002129,121.264533,102.231756,100.909182,108.839051,109.341986,91.201597,100.972090,94.495636,102.130866,105.694538,100.899939,112.611298,100.113695,87.600835,99.295470,90.316091,101.802442,92.307996,102.520023,96.377860,104.401735,102.606041,91.255565,126.608068,97.565225,88.662116,121.305179,119.476946,92.239734,107.681477,108.201313,93.541356,104.219189,96.469144,107.400767,99.132764,103.903279,77.029982,82.110496,94.598972,101.912453,88.246580,116.066637,87.634860,85.876833,90.512724,104.812724,102.256570,93.258503,101.730892,94.664250,88.239648,79.298909,105.544949,100.317507,102.287255,97.052650,106.212752,118.048435,98.273502,96.173015,106.719102,104.569970,99.047574,107.664187,107.542287,97.899536,97.126616,98.943087,97.075073,100.080842,112.553372,83.612678,98.322261,101.987363,108.562541,109.718649,112.148808
43,103.252067,104.289291,97.866809,98.461007,116.381039,103.370696,89.043572,112.435138,99.854986,106.778701,92.784360,95.058799,112.820025,110.426998,86.278808,86.440385,101.168315,101.992730,93.866461,103.214534,104.644097,106.659929,118.756203,103.682295,100.123161,109.800050,109.467893,89.107392,102.374492,94.870954,101.174736,105.518795,101.812034,110.177131,102.201079,88.632415,101.609767,89.206472,105.045762,91.487264,108.090525,99.000713,104.184666,99.050730,90.940354,123.075110,97.615580,87.123718,122.459528,118.776021,90.383417,107.294029,105.265946,92.489168,107.956885,95.626040,109.090740,97.250270,106.440719,78.698314,84.760385,95.347735,102.929252,89.029640,116.496248,87.646084,84.637492,89.739630,102.627519,100.521549,92.500182,106.151644,95.470021,90.739038,80.591442,106.956668,97.962294,100.698434,95.920101,109.043337,118.820427,97.497161,95.903899,107.325141,105.833126,100.028706,107.000250,109.255550,97.995353,96.574482,98.257650,98.640704,101.638853,115.459630,85.385035,97.863136,105.884393,108.354967,109.171316,112.407088
44,100.248804,104.093216,98.673332,99.445395,116.605889,103.472361,88.017176,110.287165,101.198080,105.337265,94.545245,95.945829,112.539624,111.933154,84.716464,86.832351,100.210203,102.384562,93.912925,103.662807,107.283698,108.972615,120.018455,101.855925,98.865904,112.089319,110.682578,88.778569,100.749555,94.176390,98.946568,106.721491,101.671614,113.353615,100.768409,88.645583,99.656526,89.113157,105.197529,90.464877,108.154320,101.949903,106.143892,97.026331,91.495957,124.841358,97.129600,86.635606,123.479742,123.789766,91.577459,108.228696,105.891855,90.986036,106.972161,94.609695,106.862017,96.859677,106.347387,78.974791,84.622540,95.036498,103.565678,90.594784,117.111841,88.118850,86.329569,88.055580,100.036685,98.756970,92.544999,105.871733,95.142372,89.706036,81.403665,109.753843,99.716384,102.584337,95.706916,109.214403,120.212119,98.441747,95.211203,108.658686,107.479007,98.793611,103.265910,110.418759,100.117546,95.519931,97.199831,98.710428,102.347688,114.540631,85.069013,99.198385,107.091349,107.961611,108.696466,113.180114
45,99.748842,105.034994,99.402750,99.178926,119.343692,104.862644,88.651214,109.055565,99.910321,106.147173,93.666224,94.893394,112.815309,116.110099,83.999441,88.995252,100.292926,101.779111,94.807414,104.547510,105.545157,108.593714,119.915136,102.460535,96.389118,116.034847,110.260282,88.031611,102.082384,94.452056,99.528180,108.008088,101.049104,111.304752,100.057190,90.226786,99.191822,89.634269,103.979765,91.328951,108.313277,101.292448,106.043192,97.448948,89.467927,126.310956,96.677788,87.269378,125.207455,124.342025,92.085817,108.426215,107.409509,90.215488,107.616340,94.046827,108.131758,99.816360,109.504644,78.317930,85.068468,95.245831,105.874440,88.540699,114.990839,90.120065,85.478021,84.484077,101.725946,98.855332,90.917894,106.683201,95.394648,91.806830,80.437042,108.270935,101.343942,100.913036,95.937061,110.473070,122.731326,98.887007,96.960571,105.701545,106.901411,99.471536,103.480301,110.979612,97.905619,95.675164,96.772168,97.485157,103.050874,112.023915,86.479857,102.304178,105.477158,110.639712,108.326011,111.627487
46,100.734793,107.967187,99.822088,98.288698,118.767523,104.337162,86.952650,110.495096,98.753871,105.610108,92.683647,95.345666,112.866896,117.761515,81.973079,88.779645,98.412235,99.327117,94.697104,102.612915,104.238706,108.466579,118.370168,100.759406,94.990437,115.835486,109.767519,87.061527,102.426592,92.714086,97.859564,108.650974,101.854326,108.881725,101.985267,87.269379,98.941059,88.272361,105.485833,92.615224,105.804154,102.276326,107.981549,97.133661,89.090985,127.614617,96.378426,88.263053,126.679071,123.327297,91.427949,107.777817,107.455602,91.019380,109.092132,94.290413,108.634576,102.265972,109.122495,77.768383,85.456690,95.907411,107.066196,90.028789,115.034526,90.532795,87.111376,83.626286,100.205191,100.186576,92.451554,107.165775,93.610424,88.533512,81.643690,107.322782,100.675855,102.809706,92.568432,112.584241,122.765706,101.059868,96.788064,107.710461,107.332475,100.007271,103.948231,113.377682,98.882725,97.185426,97.802729,95.401509,106.902051,115.461805,84.310198,101.846618,106.427005,110.489815,104.243519,110.206087
47,100.607150,108.214404,100.149816,99.033375,119.131232,103.099342,87.099303,111.777484,100.049558,105.607354,92.224581,98.361539,108.693303,119.528938,80.286343,86.271204,100.462197,99.340374,92.862729,101.730576,103.302450,108.402286,118.848335,101.978494,92.946210,116.446230,109.789180,87.927538,103.442531,88.474344,95.111535,111.151757,106.430244,110.015095,101.157199,88.508906,100.790971,87.001284,103.761786,93.257803,102.526477,102.582545,106.258427,97.105535,90.577363,130.480568,96.110355,89.574070,128.728516,122.866100,91.925945,107.050996,106.952398,90.443697,105.948460,92.838547,107.307785,101.760001,107.787992,77.648134,85.754492,98.786045,107.493923,88.728778,114.034296,92.488198,86.927329,83.960090,97.266190,97.371647,92.868578,107.906980,91.970140,88.964514,82.232701,107.304106,101.565844,101.196949,89.860160,112.724763,123.277819,100.315111,95.378941,109.585572,108.049927,97.572469,102.786323,114.955209,99.068116,95.971954,97.699092,95.400628,105.428787,116.981491,83.094279,101.691806,109.037188,111.649657,106.049470,112.690126
48,98.823078,107.252620,101.432219,98.420365,117.741224,102.735586,87.769405,112.675488,98.989221,105.442762,93.507194,98.668127,110.506377,119.584437,80.708135,87.747456,101.641434,100.246150,92.625529,101.449796,103.829711,107.944409,117.193904,103.585372,93.696945,114.665907,108.542523,88.913950,102.614617,85.379094,93.238852,109.896094,107.234716,109.832470,100.558100,90.643374,101.090266,88.126318,103.390736,94.792468,99.357494,101.728235,105.510774,97.690289,91.149810,130.761930,97.814739,89.338216,129.573283,121.707240,92.549624,104.082790,108.263407,92.062286,103.793547,91.655420,105.758495,105.013655,108.823768,76.778225,85.734586,97.719553,110.220847,89.097293,112.843152,95.275940,88.890607,84.968306,97.833001,95.314182,92.686049,106.955926,90.972289,90.175278,83.067472,108.981953,103.365924,98.858248,90.192606,111.414016,122.405179,99.611154,94.892628,108.183030,108.429553,98.978630,102.733514,115.440138,100.340037,97.540481,96.853487,96.878498,102.829420,117.510707,83.346742,104.528366,109.369302,112.260149,103.451227,112.108508
49,96.060986,110.504945,101.176806,102.801159,114.739391,107.114875,86.718265,110.747399,100.335639,104.190277,94.208441,100.177406,112.277759,118.945763,82.832105,87.959974,102.187286,99.559314,92.210871,102.590860,104.282610,108.428166,118.561779,106.264848,94.028011,116.140560,107.600928,88.183277,102.604567,84.799832,94.307623,108.623767,107.221555,112.187095,102.117085,91.376013,103.460594,90.045812,101.089173,96.915170,99.524029,98.949517,103.884576,96.762391,87.597439,132.456136,98.235725,90.006831,131.032679,122.059852,91.793783,103.551981,107.138263,92.018366,103.994176,91.300290,105.454598,104.856097,108.234223,77.575139,86.700444,98.806717,112.118946,89.967734,110.338153,94.663664,90.679260,83.259828,95.344175,95.844162,93.039875,104.300829,90.176591,91.816270,81.744854,112.598388,102.034329,97.390693,88.496162,111.361039,124.773398,97.014017,95.965017,107.208066,110.309475,98.295074,106.075153,114.204327,99.857950,97.157628,100.600827,96.014071,103.930320,114.124698,83.964110,100.814457,111.450607,113.944679,104.785563,113.716620
50,96.661505,109.977316,101.078697,101.936971,114.903433,107.467762,88.209105,111.139477,100.046041,103.812410,94.849882,99.090073,111.024012,116.617360,83.526736,87.767357,98.985885,99.377860,91.023610,104.826336,103.856889,107.295555,120.600834,104.208500,91.506888,115.988917,105.212009,86.006791,102.092398,84.317650,95.430458,108.482404,104.546616,112.203851,100.153461,91.889261,100.724715,89.240243,100.755622,97.300169,101.686446,97.582613,105.918778,97.567883,88.633143,129.533369,98.827861,87.214118,131.508329,121.860662,92.545049,101.339244,105.998635,92.881223,101.609079,89.487464,104.875189,104.775970,107.291559,78.628723,85.677331,99.738899,111.685716,91.138923,109.852971,96.680842,89.072278,83.562623,95.741707,97.553459,92.832113,107.578837,92.413185,93.278908,82.595518,112.673119,101.095175,95.658270,89.217905,110.222583,125.721748,96.249241,98.163067,108.160807,111.107773,94.334041,107.225424,115.195340,100.118232,97.888957,99.219729,96.144833,103.669276,116.317287,82.788312,102.060462,113.101497,110.686313,103.971467,114.488260
51,94.923764,109.754187,98.022303,100.748622,113.609401,107.892405,88.825216,111.686998,100.452412,103.703505,96.226297,100.206496,113.719208,117.583453,82.471478,85.824276,95.902826,99.025608,92.635160,106.843440,107.933831,107.746988,121.713114,104.212795,90.005849,117.008678,104.200623,83.835206,100.071290,83.799712,97.176661,108.308063,103.330664,111.231164,98.633787,92.431056,99.604109,91.208937,99.977414,99.213211,99.423826,96.450690,107.083165,98.396362,91.038816,127.362913,96.098594,86.739408,134.775933,121.226341,92.097173,99.322150,106.556231,90.035469,98.370214,86.919787,104.423701,107.137236,106.725472,77.543366,86.354795,97.910654,113.374140,91.482244,109.458961,98.105296,88.866347,82.037384,94.095902,98.031807,92.700499,109.175689,92.267114,94.939568,82.511245,115.712669,102.604373,96.457019,88.772863,109.786990,126.462679,96.231525,97.946873,107.625566,109.396773,94.105587,105.209807,112.640823,98.237831,97.895742,100.103243,94.933531,103.767250,116.663708,83.333281,100.712901,115.669222,109.100199,106.531903,113.363745
52,95.713069,109.454856,96.751826,101.335588,111.549067,106.884566,89.079416,113.070863,100.880324,104.215814,96.658018,99.973231,115.731520,114.648853,82.559601,86.874141,95.745874,99.970349,92.149986,106.607515,106.311890,105.696244,121.911837,105.870928,91.527338,115.720474,104.119509,85.033777,98.212635,84.596203,94.914516,106.920523,103.298021,113.983732,99.963110,95.234415,99.238943,92.712462,97.776695,101.141581,97.410563,95.371214,107.175493,97.286705,92.272806,130.112685,94.635962,86.234185,135.014714,121.987968,92.286156,97.454966,106.879094,89.839678,96.948575,86.040933,103.130752,107.143420,105.131047,77.609966,87.258664,95.247031,110.281922,91.498859,106.488210,99.224184,88.672496,80.000044,95.841668,98.662859,95.372087,108.549731,93.387303,95.041231,84.047401,114.501453,102.092746,97.421453,87.764016,107.287935,127.284742,97.167950,94.533043,109.323606,108.986571,92.321962,105.725745,114.135122,98.326394,95.694680,102.368819,95.337525,103.698145,118.030511,84.082193,100.864826,111.291132,110.460614,106.706707,111.956535
