t_index,path_0,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19,path_20,path_21,path_22,path_23,path_24,path_25,path_26,path_27,path_28,path_29,path_30,path_31,path_32,path_33,path_34,path_35,path_36,path_37,path_38,path_39,path_40,path_41,path_42,path_43,path_44,path_45,path_46,path_47,path_48,path_49,path_50,path_51,path_52,path_53,path_54,path_55,path_56,path_57,path_58,path_59,path_60,path_61,path_62,path_63,path_64,path_65,path_66,path_67,path_68,path_69,path_70,path_71,path_72,path_73,path_74,path_75,path_76,path_77,path_78,path_79,path_80,path_81,path_82,path_83,path_84,path_85,path_86,path_87,path_88,path_89,path_90,path_91,path_92,path_93,path_94,path_95,path_96,path_97,path_98,path_99
10,98.920308,101.574607,104.342228,99.424293,106.262422,96.581154,95.179426,105.343447,98.904283,104.330537,95.718779,95.003811,99.445554,104.769051,101.393770,97.650089,103.894982,99.823168,105.819062,98.082920,104.788910,98.136183,102.976395,98.303057,90.151594,100.589771,100.843151,92.860681,102.719807,98.576022,100.226412,98.183407,103.354499,101.038906,98.220961,101.223266,90.189171,93.020843,103.584224,101.986859,98.585812,98.198229,102.881101,109.626160,97.472095,108.300677,95.137500,98.509208,102.307650,105.416451,101.685367,98.381494,101.273287,98.621885,101.007680,96.949152,104.272874,93.739268,102.536772,94.499787,101.123376,96.177065,92.127149,96.448526,106.609181,98.560411,91.088370,102.268114,98.141027,103.242732,99.209369,106.762063,94.303900,100.375718,90.379564,104.389961,103.961875,89.681055,103.200925,105.975697,102.110682,98.939555,99.452899,99.936939,99.301565,101.632414,108.956568,105.221375,97.089272,96.330128,105.775546,97.887062,95.510874,104.864319,94.064098,103.307805,105.957162,107.659857,101.458591,103.944179
11,99.407119,103.897664,103.519078,103.357136,109.053591,96.105223,93.191190,106.191942,99.809185,104.496407,98.640071,96.528043,101.869991,105.281409,101.807141,99.034669,103.324857,98.350108,104.017218,98.009143,105.173920,99.452617,105.595164,99.503533,91.891310,102.328076,98.568979,93.867989,102.403894,97.357759,100.924975,98.130430,103.471407,105.067544,97.514703,96.143471,90.655786,94.160614,102.940280,101.518304,98.664674,96.830306,104.825468,106.669223,95.377168,108.555961,96.710749,96.348971,106.564840,105.739897,103.903721,100.809788,104.037435,101.427328,101.696975,95.407097,103.325449,92.638737,101.994669,93.728891,95.935863,96.543775,92.978912,95.631647,105.827107,98.934148,93.022907,102.096852,100.007886,105.090028,98.373514,104.926340,95.791479,98.616466,90.308708,104.685312,105.531568,88.433649,103.582376,104.215164,103.201866,98.955971,95.798905,98.818017,99.133363,104.066270,107.506663,106.769022,98.302889,97.445196,106.562226,97.841035,94.501601,103.257489,95.488684,100.965464,104.054563,107.350186,103.270950,103.909057
12,99.677577,105.501455,103.250302,99.248903,109.350237,93.969419,93.822201,104.886041,99.479548,107.133502,99.150020,96.106091,99.686210,105.065984,99.546002,97.908530,106.742843,99.769601,101.681505,96.477261,105.527660,100.080170,106.871159,101.246063,93.510473,101.687743,98.449646,93.985833,102.740203,96.941006,101.743969,97.903280,101.372619,105.480111,97.930601,97.432052,93.211282,91.914784,103.471510,100.394907,97.085502,95.465251,103.739670,106.756499,95.419763,108.992439,96.794985,94.602786,103.562745,105.859240,102.057025,101.136246,105.491360,100.245106,101.343203,94.958167,101.502339,93.426493,100.664112,94.840387,96.317822,96.314360,95.346866,96.050505,108.556831,97.031708,91.084975,101.301380,100.880643,104.355730,99.304355,104.661160,95.855002,98.954986,88.318817,109.240706,105.525514,87.489829,103.754121,103.327407,103.692852,99.319919,95.643780,98.174384,98.228562,102.080597,107.563401,104.413373,99.369684,97.496506,106.614135,96.633562,97.394968,105.182285,96.644842,102.703306,102.779055,110.865371,101.129241,101.861130
13,98.813827,105.016225,104.329889,100.174413,109.517968,93.903945,90.430142,106.596863,101.246888,107.719494,100.785655,97.917171,98.312172,107.253353,101.545412,98.787901,109.330388,97.638039,102.786124,98.317772,105.674327,99.825137,108.902817,101.439647,93.862949,99.769144,99.265419,91.289501,101.258968,95.910377,100.345286,97.995780,100.588044,107.720088,95.693073,98.108295,91.208675,89.303275,105.487087,98.994883,97.745741,96.295966,101.437920,106.343239,96.384439,105.246518,95.865266,94.021942,106.081828,107.062325,101.304676,101.221816,103.157110,100.090610,102.273553,96.421785,99.948092,95.577083,100.552931,93.989094,93.698011,98.534396,94.466628,94.371751,108.585339,94.713104,92.612829,101.277407,102.503733,104.300624,100.345744,107.558754,95.523346,99.381318,90.783532,108.127396,107.014177,87.274728,102.920765,102.714193,101.320076,99.976100,96.368152,97.911675,97.514107,100.808438,105.920360,102.723494,99.933837,97.415454,108.685122,98.114321,95.384804,106.316930,96.825420,104.486126,101.979826,110.943369,102.099032,102.198982
14,99.188744,104.823581,103.217695,101.389231,111.303872,92.059889,88.820824,106.270121,102.415791,107.295734,102.331345,97.542816,97.759745,109.540043,100.039314,96.582388,107.593648,99.153187,100.882443,98.725414,105.682080,102.285912,109.557714,101.982284,93.402969,103.330324,98.312194,89.859822,100.508800,97.626150,99.725821,97.010662,101.576472,107.049207,94.646833,99.221474,91.059641,87.952955,105.507034,99.078289,100.203634,94.849443,102.468429,105.095029,98.590456,107.762682,96.889168,94.404955,104.094195,105.535561,102.316051,100.744722,103.726899,99.140531,101.771763,95.577714,101.740416,98.049129,99.966280,91.251477,94.231422,97.935516,94.256686,94.692700,108.406781,94.386754,94.161309,101.341727,101.458536,104.784116,99.370725,106.808077,96.796530,98.895496,91.321081,111.735498,104.568246,87.388025,102.971348,104.595966,101.762855,100.054124,96.392447,97.652375,95.919768,101.356956,108.504875,104.022854,100.203434,98.001758,108.597678,98.342592,92.862548,107.912950,95.469593,104.023302,104.316435,111.148012,102.584971,102.297637
15,98.509285,106.287746,104.519396,100.676065,113.145845,93.349620,90.901641,105.275893,100.837852,109.406803,102.917691,98.731345,98.732078,110.713476,97.882143,97.409136,105.297970,102.526924,99.913047,99.517837,107.578597,104.858118,111.241567,100.690834,95.792193,103.146675,99.205944,86.169180,101.721362,94.879913,99.731877,96.869163,103.127790,107.625467,93.808107,99.080613,91.936142,87.987387,104.517652,96.575164,99.267861,93.770422,99.280021,103.981281,98.346343,109.783634,99.745704,92.848120,105.107797,106.404436,102.326826,99.057537,102.599873,100.347410,100.557105,92.458174,103.616398,94.034415,98.574523,90.333326,94.621826,97.922362,94.984453,92.967178,106.366098,95.773462,95.042195,100.114033,100.244870,103.641310,96.354842,105.577184,95.977357,97.759857,90.769662,107.718870,102.987497,85.873973,105.082603,102.467360,102.863705,98.465340,95.956359,99.191127,95.891992,98.455620,109.908905,100.993863,101.376434,99.872379,107.127374,98.698034,93.560766,108.917503,94.724110,102.369297,103.264517,111.826066,101.580137,102.591406
16,99.892688,106.416260,102.981345,101.175459,114.697480,91.914996,89.278728,104.374571,97.175387,106.688743,102.793941,96.941980,101.481867,110.622405,96.992366,95.551156,107.764022,103.494584,99.885173,97.406076,106.876275,104.498924,110.020240,100.084675,94.857636,101.832957,98.890278,88.980997,99.613585,96.835249,101.591925,97.158910,105.556497,106.202197,92.220421,98.126208,91.746939,88.430735,104.525735,95.164949,99.014298,92.022046,98.855284,104.897149,101.081160,108.628089,99.776046,94.983494,103.443490,108.706417,101.374866,98.974820,101.907730,101.348733,99.444418,93.910469,101.909737,94.229596,97.422034,89.734128,92.429577,99.661688,96.375545,90.726584,105.933101,92.957387,96.130276,100.510296,100.463167,105.278324,92.285534,103.195626,95.301908,97.678127,91.426271,109.163481,102.125176,88.360453,103.530496,103.375465,103.943977,94.683591,95.930162,102.231773,96.747191,97.762530,110.934662,103.117853,100.875260,99.550832,107.386625,97.480538,93.830284,109.510680,96.250223,104.008377,104.902898,110.684403,101.099362,100.499278
17,98.703696,109.279274,103.567443,100.700900,116.038525,94.615056,87.579716,107.049669,98.725561,107.440490,103.053632,98.714234,99.975398,110.243732,98.583977,94.690885,105.698033,102.244217,99.948219,98.059333,108.312895,105.390489,108.844020,100.408884,96.281414,101.311239,100.853723,91.219326,98.862674,98.043557,101.221469,96.260243,105.004732,110.768226,92.898562,97.730370,90.138266,87.568270,104.485519,95.030461,97.817625,91.846372,101.747507,106.607922,99.582551,111.562678,100.705041,92.731978,106.005529,109.316457,101.701771,99.639376,101.572168,101.224213,100.154047,96.106156,104.560305,93.805291,96.665288,90.780336,93.095821,99.826002,98.535068,90.153761,104.595561,91.074942,97.096750,102.523144,101.338614,106.421783,93.844881,103.521572,93.271500,98.170958,87.142105,109.976291,100.462430,86.988516,103.080963,102.452161,104.443185,96.157531,96.739005,101.139042,95.519266,100.269241,112.749167,100.212409,99.775398,97.986719,106.392848,94.864894,95.557142,113.471104,95.058507,102.459266,105.892700,109.885509,102.124327,98.925382
18,96.770524,108.714595,103.772305,101.081731,118.444806,97.862678,88.053992,106.022086,98.344112,107.007660,103.341253,96.609886,99.128522,110.831614,97.004968,95.046286,103.643785,103.397214,98.808744,97.827866,105.510043,104.608650,110.756094,101.652515,96.245692,102.394442,98.466198,91.815886,99.562611,95.146126,100.784827,96.418090,107.213965,111.021481,94.200318,96.382433,90.369904,86.717713,105.979122,94.782056,98.590465,90.787834,105.575300,104.729799,98.535083,114.479542,101.846409,93.782865,103.037285,111.464600,102.404187,100.862183,100.934744,98.545585,103.050045,98.146347,102.943940,95.245441,97.080093,90.303858,92.807834,101.520560,99.757522,89.760041,105.355441,92.549425,96.865000,102.605853,101.451946,110.237033,94.552695,101.967764,88.428826,98.071436,86.855470,112.071304,101.314679,87.542235,102.022452,103.885077,106.550756,97.781909,95.686031,101.732432,93.582379,97.212030,111.322195,101.224246,99.140744,97.859618,107.874369,97.304752,93.582210,116.186802,92.479686,100.279061,102.325603,111.509351,102.979640,101.614909
19,98.120290,108.805393,103.366108,100.398480,119.394730,98.877734,89.771350,106.211672,96.853994,104.117525,103.506923,97.436502,98.585457,108.177672,96.438738,95.915886,102.538538,102.746490,97.817675,100.010409,106.444258,105.229422,109.205646,101.366842,96.586439,103.481339,98.332870,93.303749,99.956417,95.825292,103.594881,97.039592,107.459785,112.530202,96.920481,95.878083,89.115714,86.089217,105.522833,94.099700,99.608609,89.601111,105.328378,104.368298,98.335321,113.779633,102.720113,93.718137,104.101687,112.559151,104.302404,100.842249,101.748903,99.427729,102.673694,96.664261,101.437477,95.703913,98.772289,86.633063,92.190980,102.563085,100.373656,90.771267,103.624166,93.076432,98.627926,103.021067,99.417723,108.819197,93.665909,101.003065,86.772716,97.357788,86.674588,113.939085,100.753529,86.183210,103.647869,105.155910,108.956799,98.717516,96.917711,102.113389,94.097984,94.158291,108.572984,101.122957,98.978905,101.004770,108.636974,99.342742,93.461249,118.811569,93.911427,100.568508,103.251327,108.985313,103.472082,104.649658
20,96.475391,109.818717,101.383546,100.063899,119.814341,99.828760,90.802364,106.317896,97.568009,102.337726,103.662711,95.726408,97.854752,110.517326,97.645056,98.433007,104.959215,102.512387,98.344806,101.637618,105.595889,104.722430,111.361860,102.033254,96.758079,103.273587,99.914025,92.505662,99.401242,97.340918,102.370888,98.797087,107.520537,112.202131,95.912825,93.937154,91.487622,84.732272,104.810496,94.233261,102.822767,91.189316,104.040310,104.964220,98.152425,111.551283,101.817839,92.609137,103.837289,112.834850,104.467902,101.555555,101.848313,101.797343,103.040969,96.604892,102.297785,95.821181,97.877051,88.120116,91.209349,102.217873,102.645746,90.208817,104.684235,92.297759,96.362120,103.613707,96.575546,106.588337,93.375745,101.770990,86.137148,98.733336,85.844372,114.722694,100.715414,85.710029,102.300692,101.968983,109.123341,98.599762,95.594593,100.081658,94.946828,94.128113,107.884933,103.005048,99.339577,102.408180,107.194073,100.581937,92.231307,117.058227,94.767911,101.373400,103.735201,108.706993,104.324963,104.616939
21,99.859235,108.501142,98.817794,100.991176,118.739529,99.802035,88.152712,106.518661,96.262630,103.842505,104.538885,94.259008,98.090192,112.816885,98.211359,96.682383,101.369624,98.910691,97.344410,103.249019,103.235251,105.140123,112.458542,100.709579,97.239434,102.504551,99.124427,94.670973,98.904563,96.047775,98.458501,98.744674,106.989620,109.590739,96.581656,94.062089,93.745810,85.689286,102.222402,91.928898,102.573146,89.866680,105.280109,106.503624,98.424904,111.716564,101.765397,92.264594,105.186987,112.902642,102.014656,102.332871,104.714303,102.062101,101.853288,97.708277,103.135110,95.040350,99.001450,88.742677,89.331456,102.802982,101.695722,88.386745,104.571950,93.350711,94.938417,103.255215,96.285363,103.591632,91.727210,102.374379,86.212105,98.900319,85.674729,113.967992,99.135326,87.537154,103.542516,102.820310,109.084857,98.143919,97.971056,98.265375,94.633485,93.791834,106.351594,103.407792,95.392134,101.357348,107.112615,102.263813,93.302408,117.786223,94.902011,99.027375,104.050547,108.073305,106.340650,106.459579
22,102.017146,110.885206,98.031046,99.742784,118.225087,102.763450,86.580464,106.754404,95.931679,104.383126,104.607683,94.652443,99.417143,112.369258,99.764457,96.020849,102.770265,99.505349,95.807927,104.643180,103.822960,102.518018,111.929036,99.939633,96.422240,104.062234,100.328720,92.583897,97.486158,97.409815,97.795967,99.552475,106.785229,109.531609,97.112223,94.530356,97.157442,85.858162,103.376840,87.814101,100.986403,91.046618,107.499544,107.876013,98.562336,113.640242,98.364911,92.674778,105.680181,111.014563,98.003647,103.339483,104.638001,101.328181,101.739205,97.451376,106.890433,96.830771,102.733166,88.045290,89.774479,103.595483,101.254709,88.782008,104.263124,94.034206,95.057140,101.271876,96.063695,104.971717,91.667942,105.171984,85.485499,98.262171,86.410820,113.920358,100.854749,86.965676,103.635901,104.409202,108.374836,98.975308,99.805042,99.604569,95.079293,94.194734,109.566370,102.260415,97.058179,99.291910,107.985572,103.762121,94.998133,117.872590,92.252649,96.370426,104.719351,108.010671,104.146415,108.351181
23,101.395863,110.290740,98.578351,98.915312,118.814318,100.707993,83.798591,106.307384,95.562124,103.734504,104.022877,91.749331,99.188696,114.639898,101.528284,94.988865,101.193823,97.608039,99.982944,104.469822,103.812013,102.979948,110.183075,102.025236,93.961229,103.257029,99.163866,93.470936,96.543370,98.990261,98.242251,101.350990,104.398334,111.696044,97.846719,96.700779,96.873959,85.955275,105.338059,88.613744,102.712021,90.495372,105.195480,107.621784,98.215107,110.574571,95.756838,92.925442,104.293037,112.305001,98.130138,103.450758,106.274204,102.298979,102.283077,98.990419,107.131366,97.642984,102.271197,90.253296,89.987289,101.541985,100.937907,88.814897,103.294570,91.945625,97.610575,101.995410,95.574216,107.470024,91.802747,104.866951,85.557380,100.604382,84.841367,113.410958,100.165838,87.721615,100.331712,103.951841,108.956530,97.696644,99.644359,100.699094,98.008149,93.667972,110.906593,103.969493,98.200666,98.434616,107.397538,103.762587,97.327559,117.199906,91.218605,96.289095,104.797087,110.232966,102.289376,110.950588
24,102.395456,110.732743,97.030393,96.712168,120.942022,99.331733,86.601806,106.140641,97.990072,102.790027,105.196759,93.128843,99.106078,113.953085,100.427185,94.575170,101.268527,98.085322,100.976020,104.565248,104.669489,104.371815,110.675935,102.170119,95.716648,104.397303,99.286222,94.729274,98.208506,101.177079,97.547082,101.774338,106.679430,110.925263,98.791299,98.032204,97.314425,85.469238,104.711457,88.489676,103.087569,90.719287,103.851965,107.425460,96.967620,109.679047,95.164601,92.054497,104.539915,111.988410,98.207371,105.866025,107.144206,103.112541,101.554330,99.909775,109.070473,96.759373,100.822229,87.824919,88.402995,101.818953,101.266936,88.237589,103.886864,92.304299,95.214641,102.290145,96.745594,106.794046,92.800835,102.813723,85.484142,100.618138,83.256284,113.149381,101.051227,88.944795,99.409633,105.752562,111.859431,97.709294,101.153757,102.266155,100.707691,95.512244,110.822416,104.865449,98.364154,98.719778,108.024216,106.576743,97.287305,116.117201,89.124831,93.740480,104.697548,109.328829,101.227483,110.138447
25,103.074118,110.520038,97.858393,95.446085,121.887043,96.612417,86.220040,106.776726,98.396808,103.402419,105.250187,94.478242,99.856686,115.663514,98.126987,94.446264,100.451628,97.306649,99.791196,103.924800,105.328388,104.999252,110.570276,103.107049,95.055367,102.537553,99.226406,94.120955,95.587025,103.103626,99.102546,103.228708,106.428038,109.671465,98.207082,96.096817,96.578468,86.665574,103.993490,90.832615,100.873235,90.332298,102.479788,109.078440,95.154528,109.871352,96.663288,93.842809,99.657511,112.645043,95.655547,104.727699,106.211573,102.096580,99.001640,98.416913,111.942400,93.980888,100.544261,89.244274,87.310062,98.418070,101.712561,91.034349,105.953643,91.923964,94.014596,102.323708,97.826133,105.046432,91.415280,103.588054,88.652637,101.278854,83.833986,111.730444,101.460846,88.504561,97.099031,105.056704,112.114856,98.218928,101.174746,104.997897,102.119492,96.565587,111.580499,108.992021,99.819836,97.297071,106.893056,103.733003,97.654896,116.929043,91.030681,93.614182,104.564074,110.265578,101.862860,112.677729
